,index,date_date,orders_id,customers_id,country,department,total_quantity,total_turnover
421,3434,2019-01-05,3743,3633,FRANCE,75.0,36,151.47
422,3435,2019-01-05,3863,3748,FRANCE,22.0,31,111.48
423,3436,2019-01-05,3358,3261,FRANCE,26.0,31,113.22
424,3437,2019-01-05,3333,3238,FRANCE,13.0,12,67.63
425,3438,2019-01-05,3774,3663,FRANCE,77.0,10,28.18
426,3439,2019-01-05,3613,3508,FRANCE,18.0,3,9.6
427,3440,2019-01-05,3731,3621,FRANCE,83.0,23,81.11999999999999
428,3441,2019-01-05,3489,3390,FRANCE,29.0,5,28.6
429,3442,2019-01-05,3780,3640,FRANCE,74.0,8,86.77
430,3443,2019-01-05,3504,465,FRANCE,38.0,28,111.8
431,3444,2019-01-05,3552,3447,FRANCE,35.0,2,12.69
432,3445,2019-01-05,3245,3152,FRANCE,78.0,10,122.39
433,3446,2019-01-05,3501,3401,FRANCE,82.0,1,49.44
434,3447,2019-01-05,3700,3590,FRANCE,21.0,14,108.58
435,3448,2019-01-05,3791,3677,FRANCE,33.0,17,123.28
436,3449,2019-01-05,3876,3760,FRANCE,7.0,5,33.379999999999995
437,3450,2019-01-05,3354,3257,FRANCE,85.0,17,70.33
438,3451,2019-01-05,3167,3075,FRANCE,35.0,58,139.61
439,3452,2019-01-05,3872,3757,FRANCE,21.0,8,101.85
440,3453,2019-01-05,3287,3193,FRANCE,77.0,13,83.94000000000001
441,3454,2019-01-05,3210,3117,FRANCE,26.0,13,65.55
442,3455,2019-01-05,3658,3549,FRANCE,33.0,4,39.28
443,3456,2019-01-05,3175,3083,FRANCE,31.0,33,98.44
444,3457,2019-01-05,3291,3197,FRANCE,45.0,8,38.650000000000006
445,3458,2019-01-05,3533,3427,FRANCE,69.0,12,144.67
446,3459,2019-01-05,3867,3752,FRANCE,33.0,5,12.7
447,3460,2019-01-05,3267,3174,FRANCE,59.0,13,40.74
448,3461,2019-01-05,3669,3560,FRANCE,75.0,31,94.04
449,3462,2019-01-05,3256,3163,FRANCE,83.0,17,82.88000000000001
450,3463,2019-01-05,3688,3578,FRANCE,64.0,23,140.36
451,3464,2019-01-05,3349,3252,FRANCE,46.0,23,80.41
452,3465,2019-01-05,3505,3404,FRANCE,58.0,6,35.58
453,3466,2019-01-05,3209,3116,FRANCE,57.0,8,76.16999999999999
454,3467,2019-01-05,3563,3458,FRANCE,88.0,15,80.66
455,3468,2019-01-05,3203,3110,FRANCE,80.0,20,56.51999999999999
456,3469,2019-01-05,3676,3567,FRANCE,6.0,27,209.21
457,3470,2019-01-05,3442,3343,FRANCE,84.0,3,65.00999999999999
458,3471,2019-01-05,3614,3509,FRANCE,70.0,35,91.95
459,3472,2019-01-05,3369,3272,FRANCE,84.0,3,83.18
460,3473,2019-01-05,3681,3571,FRANCE,41.0,33,113.40999999999998
461,3474,2019-01-05,3223,3130,FRANCE,91.0,1,33.21
462,3475,2019-01-05,3303,3208,FRANCE,87.0,30,75.63
463,3476,2019-01-05,3886,3770,FRANCE,1.0,45,111.71
464,3477,2019-01-05,3804,3690,FRANCE,78.0,19,80.12
465,3478,2019-01-05,3770,3660,FRANCE,33.0,10,80.69
466,3479,2019-01-05,3534,3431,FRANCE,76.0,8,65.32000000000001
467,3480,2019-01-05,3784,3671,FRANCE,29.0,3,16.72
468,3481,2019-01-05,3648,3541,FRANCE,78.0,4,24.390000000000004
469,3482,2019-01-05,3779,3667,FRANCE,39.0,23,99.96999999999998
470,3483,2019-01-05,3240,3147,FRANCE,50.0,25,75.85
471,3484,2019-01-05,3272,3178,FRANCE,94.0,30,164.51
472,3485,2019-01-05,3689,3579,FRANCE,33.0,25,94.89
473,3486,2019-01-05,3456,3357,FRANCE,71.0,23,70.89999999999999
474,3487,2019-01-05,3430,3331,FRANCE,74.0,11,64.24
475,3488,2019-01-05,3691,3581,FRANCE,60.0,2,10.64
476,3489,2019-01-05,3838,3724,FRANCE,78.0,3,24.69
477,3490,2019-01-05,3915,3799,FRANCE,20.0,7,53.65
478,3491,2019-01-05,3570,3465,FRANCE,63.0,6,44.08
479,3492,2019-01-05,3382,3274,FRANCE,13.0,12,160.99
480,3493,2019-01-05,3230,3137,FRANCE,92.0,23,96.56
481,3494,2019-01-05,3884,3768,FRANCE,72.0,4,30.13
482,3495,2019-01-05,3328,3233,FRANCE,1.0,15,61.68000000000001
483,3496,2019-01-05,3537,3434,FRANCE,29.0,1,7.49
484,3497,2019-01-05,3403,3304,FRANCE,59.0,10,64.01
485,3498,2019-01-05,3554,3449,FRANCE,78.0,17,124.4
486,3499,2019-01-05,3604,3499,FRANCE,45.0,2,65.1
487,3500,2019-01-05,3201,3108,FRANCE,57.0,5,90.9
488,3501,2019-01-05,3396,3297,FRANCE,7.0,5,73.52
489,3502,2019-01-05,3628,3522,FRANCE,45.0,13,83.83000000000001
490,3503,2019-01-05,3651,3441,FRANCE,31.0,4,86.03
491,3504,2019-01-05,3531,3429,FRANCE,75.0,4,62.45
492,3505,2019-01-05,3623,3517,FRANCE,38.0,6,30.83
493,3506,2019-01-05,3885,3769,FRANCE,7.0,30,173.57
494,3507,2019-01-05,3418,3319,FRANCE,74.0,1,53.23
495,3508,2019-01-05,3199,3106,FRANCE,1.0,1,47.49
496,3509,2019-01-05,3205,3112,FRANCE,30.0,18,55.330000000000005
497,3510,2019-01-05,3638,3531,FRANCE,33.0,12,44.81
498,3511,2019-01-05,3781,3668,FRANCE,92.0,31,85.2
499,3512,2019-01-05,3547,3443,FRANCE,1.0,34,146.23000000000002
500,3513,2019-01-05,3293,3199,FRANCE,31.0,23,70.38
501,3514,2019-01-05,3193,3100,FRANCE,91.0,7,16.11
502,3515,2019-01-05,3425,3326,FRANCE,78.0,20,61.33
503,3516,2019-01-05,3762,3652,FRANCE,75.0,9,67.39
504,3517,2019-01-05,3693,3583,FRANCE,44.0,17,135.87
505,3518,2019-01-05,3674,3565,FRANCE,87.0,6,106.66
506,3519,2019-01-05,3441,3342,FRANCE,95.0,12,93.59
507,3520,2019-01-05,3864,3749,FRANCE,54.0,10,45.66
508,3521,2019-01-05,3629,3336,FRANCE,33.0,3,21.130000000000003
509,3522,2019-01-05,3473,3374,FRANCE,29.0,8,51.38
510,3523,2019-01-05,3901,3785,FRANCE,1.0,7,70.97
511,3524,2019-01-05,3857,3743,FRANCE,60.0,55,222.5
512,3525,2019-01-05,3467,3368,FRANCE,2.0,15,78.69
513,3526,2019-01-05,3391,3292,FRANCE,30.0,6,64.96
514,3527,2019-01-05,3873,3758,FRANCE,76.0,15,73.19999999999999
515,3528,2019-01-05,3697,3587,FRANCE,74.0,19,84.18999999999998
516,3529,2019-01-05,3810,3696,FRANCE,56.0,9,36.03999999999999
517,3530,2019-01-05,3392,3293,FRANCE,84.0,30,91.56
518,3531,2019-01-05,3903,3787,FRANCE,76.0,1,16.23
519,3532,2019-01-05,3350,3253,FRANCE,34.0,8,34.629999999999995
520,3533,2019-01-05,3335,3240,FRANCE,7.0,9,74.09
521,3534,2019-01-05,3717,3607,FRANCE,30.0,10,23.85
522,3535,2019-01-05,3544,3440,FRANCE,92.0,17,77.97999999999999
523,3536,2019-01-05,3732,3622,FRANCE,14.0,35,143.44
524,3537,2019-01-05,3574,3469,FRANCE,62.0,8,77.53
525,3538,2019-01-05,3295,2291,FRANCE,78.0,28,72.66000000000001
526,3539,2019-01-05,3589,3484,FRANCE,26.0,23,168.62
527,3540,2019-01-05,3280,3186,FRANCE,27.0,13,56.18
528,3541,2019-01-05,3910,3794,FRANCE,92.0,22,75.36999999999999
529,3542,2019-01-05,3314,3219,FRANCE,17.0,9,32.980000000000004
530,3543,2019-01-05,3159,3068,FRANCE,70.0,22,79.30999999999999
531,3544,2019-01-05,3160,3069,FRANCE,69.0,10,70.92000000000002
532,3545,2019-01-05,3252,3159,FRANCE,68.0,28,54.89
533,3546,2019-01-05,3495,3396,FRANCE,63.0,13,75.97
534,3547,2019-01-05,3540,3437,FRANCE,25.0,18,83.0
535,3548,2019-01-05,3769,3659,FRANCE,60.0,30,65.08
536,3549,2019-01-05,3460,3361,FRANCE,78.0,48,102.65
537,3550,2019-01-05,3696,3586,FRANCE,83.0,8,101.85
538,3551,2019-01-05,3853,3739,FRANCE,91.0,30,79.22999999999999
539,3552,2019-01-05,3178,3086,FRANCE,75.0,7,28.12
540,3553,2019-01-05,3337,3242,FRANCE,67.0,17,78.35999999999999
541,3554,2019-01-05,3348,3251,FRANCE,85.0,1,8.74
542,3555,2019-01-05,3219,3126,FRANCE,50.0,18,81.4
543,3556,2019-01-05,3311,3216,FRANCE,94.0,2,21.43
544,3557,2019-01-05,3374,3277,FRANCE,34.0,1,18.13
545,3558,2019-01-05,3755,3645,FRANCE,75.0,2,54.31999999999999
546,3559,2019-01-05,3229,3136,FRANCE,13.0,10,28.38
547,3560,2019-01-05,3707,3597,FRANCE,85.0,1,13.7
548,3561,2019-01-05,3680,3570,FRANCE,95.0,5,40.86
549,3562,2019-01-05,3672,3563,FRANCE,71.0,12,69.97
550,3563,2019-01-05,3307,3212,FRANCE,1.0,2,39.79
551,3564,2019-01-05,3654,3545,FRANCE,71.0,12,38.82
552,3565,2019-01-05,3799,3685,FRANCE,20.0,24,85.07
553,3566,2019-01-05,3214,3121,FRANCE,69.0,20,92.34
554,3567,2019-01-05,3798,3684,FRANCE,37.0,22,103.07
555,3568,2019-01-05,3813,3699,FRANCE,81.0,4,57.56
556,3569,2019-01-05,3559,3454,FRANCE,75.0,16,44.79
557,3570,2019-01-05,3682,3572,FRANCE,92.0,5,20.44
558,3571,2019-01-05,3630,3523,FRANCE,69.0,9,28.23
559,3572,2019-01-05,3665,3556,FRANCE,51.0,2,65.15
560,3573,2019-01-05,3421,3322,FRANCE,35.0,7,67.95
561,3574,2019-01-05,3410,3311,FRANCE,64.0,4,76.41
562,3575,2019-01-05,3343,3246,FRANCE,4.0,10,32.07
563,3576,2019-01-05,3485,3386,FRANCE,76.0,37,90.78
564,3577,2019-01-05,3555,3450,FRANCE,67.0,18,81.52000000000001
565,3578,2019-01-05,3871,3756,FRANCE,34.0,4,20.31
566,3579,2019-01-05,3742,3632,FRANCE,38.0,14,61.45
567,3580,2019-01-05,3668,3559,FRANCE,75.0,8,39.75
568,3581,2019-01-05,3907,3791,FRANCE,31.0,12,103.49
569,3582,2019-01-05,3642,3535,FRANCE,75.0,15,60.39
570,3583,2019-01-05,3584,3479,FRANCE,30.0,29,96.06
571,3584,2019-01-05,3305,3210,FRANCE,22.0,4,8.5
572,3585,2019-01-05,3586,3481,FRANCE,17.0,7,18.88
573,3586,2019-01-05,3843,3729,FRANCE,92.0,2,9.9
574,3587,2019-01-05,3168,3076,FRANCE,29.0,43,120.21
575,3588,2019-01-05,3276,3182,FRANCE,17.0,10,42.27
576,3589,2019-01-05,3496,3397,FRANCE,68.0,14,80.42
577,3590,2019-01-05,3486,3387,FRANCE,14.0,8,69.69
578,3591,2019-01-05,3583,3478,FRANCE,21.0,14,79.75
579,3592,2019-01-05,3827,3713,FRANCE,6.0,14,61.77
580,3593,2019-01-05,3448,3349,FRANCE,92.0,10,85.52999999999999
581,3594,2019-01-05,3618,3513,FRANCE,33.0,18,81.49000000000001
582,3595,2019-01-05,3594,3489,FRANCE,29.0,18,71.54
583,3596,2019-01-05,3464,3365,FRANCE,56.0,10,76.00999999999999
584,3597,2019-01-05,3659,3550,FRANCE,75.0,51,171.6
585,3598,2019-01-05,3578,3473,FRANCE,40.0,14,152.83
586,3599,2019-01-05,3782,3669,FRANCE,26.0,18,72.85000000000001
587,3600,2019-01-05,3639,3532,FRANCE,95.0,38,80.55
588,3601,2019-01-05,3698,3588,FRANCE,44.0,8,67.3
589,3602,2019-01-05,3701,3591,FRANCE,44.0,4,142.92
590,3603,2019-01-05,3319,3224,FRANCE,69.0,29,76.74
591,3604,2019-01-05,3184,3092,FRANCE,85.0,10,92.38
592,3605,2019-01-05,3200,3107,FRANCE,69.0,5,26.46
593,3606,2019-01-05,3377,3280,FRANCE,91.0,4,24.6
594,3607,2019-01-05,3536,3433,FRANCE,40.0,9,31.840000000000003
595,3608,2019-01-05,3851,3737,FRANCE,92.0,29,76.14000000000001
596,3609,2019-01-05,3890,3774,FRANCE,83.0,14,37.28
597,3610,2019-01-05,3289,3195,FRANCE,59.0,3,68.65
598,3611,2019-01-05,3336,3241,FRANCE,92.0,1,92.63
599,3612,2019-01-05,3260,3167,FRANCE,29.0,42,216.38
600,3613,2019-01-05,3244,3151,FRANCE,51.0,11,39.07
601,3614,2019-01-05,3433,3334,FRANCE,91.0,11,56.5
602,3615,2019-01-05,3461,3362,FRANCE,95.0,7,34.02
603,3616,2019-01-05,3500,3400,FRANCE,75.0,22,71.77
604,3617,2019-01-05,3859,3744,FRANCE,92.0,19,244.9
605,3618,2019-01-05,3157,3066,FRANCE,31.0,2,19.93
606,3619,2019-01-05,3852,3738,FRANCE,77.0,10,116.54
607,3620,2019-01-05,3187,3095,FRANCE,71.0,23,45.6
608,3621,2019-01-05,3523,3421,FRANCE,26.0,1,16.53
609,3622,2019-01-05,3708,3598,FRANCE,38.0,18,154.42000000000002
610,3623,2019-01-05,3631,3524,FRANCE,49.0,97,251.45
611,3624,2019-01-05,3720,3610,FRANCE,31.0,4,22.3
612,3625,2019-01-05,3562,3457,FRANCE,78.0,37,75.10000000000002
613,3626,2019-01-05,3783,3670,FRANCE,77.0,4,9.33
614,3627,2019-01-05,3284,3190,FRANCE,75.0,10,41.72
615,3628,2019-01-05,3192,3099,FRANCE,14.0,76,175.39
616,3629,2019-01-05,3231,3138,FRANCE,31.0,8,68.98
617,3630,2019-01-05,3706,3596,FRANCE,66.0,1,5.65
618,3631,2019-01-05,3745,3635,FRANCE,11.0,6,31.820000000000004
619,3632,2019-01-05,3381,3284,FRANCE,28.0,2,43.58
620,3633,2019-01-05,3477,3378,FRANCE,77.0,21,68.67999999999999
621,3634,2019-01-05,3247,3154,FRANCE,34.0,5,36.32
622,3635,2019-01-05,3158,3067,FRANCE,90.0,2,16.0
623,3636,2019-01-05,3221,3128,FRANCE,83.0,5,53.25
624,3637,2019-01-05,3832,3718,FRANCE,35.0,5,26.46
625,3638,2019-01-05,3380,3283,FRANCE,66.0,16,94.89
626,3639,2019-01-05,3603,3498,FRANCE,59.0,14,168.45
627,3640,2019-01-05,3606,3501,FRANCE,78.0,6,25.11
628,3641,2019-01-05,3812,3698,FRANCE,51.0,6,35.59
629,3642,2019-01-05,3527,3425,FRANCE,33.0,32,113.46
630,3643,2019-01-05,3225,3132,FRANCE,6.0,27,217.78
631,3644,2019-01-05,3535,3432,FRANCE,73.0,9,78.9
632,3645,2019-01-05,3748,3638,FRANCE,74.0,2,16.240000000000002
633,3646,2019-01-05,3830,3716,FRANCE,67.0,18,78.19
634,3647,2019-01-05,3478,3379,FRANCE,32.0,4,86.58
635,3648,2019-01-05,3394,3295,FRANCE,85.0,11,47.93000000000001
636,3649,2019-01-05,3581,3476,FRANCE,44.0,16,65.04
637,3650,2019-01-05,3281,3187,FRANCE,67.0,9,28.91
638,3651,2019-01-05,3870,3755,FRANCE,45.0,6,34.49
639,3652,2019-01-05,3808,3694,FRANCE,92.0,14,91.73
640,3653,2019-01-05,3520,3418,FRANCE,4.0,19,74.47
641,3654,2019-01-05,3521,3419,FRANCE,67.0,4,44.56
642,3655,2019-01-05,3893,3777,FRANCE,69.0,36,123.24
643,3656,2019-01-05,3179,3087,FRANCE,44.0,22,119.92
644,3657,2019-01-05,3620,3515,FRANCE,35.0,3,22.94
645,3658,2019-01-05,3320,3225,FRANCE,44.0,7,79.0
646,3659,2019-01-05,3705,3595,FRANCE,53.0,3,71.93
647,3660,2019-01-05,3822,3708,FRANCE,69.0,7,81.59
648,3661,2019-01-05,3840,3726,FRANCE,54.0,5,31.620000000000005
649,3662,2019-01-05,3724,3614,FRANCE,69.0,10,104.51
650,3663,2019-01-05,3488,3389,FRANCE,94.0,9,65.64999999999999
651,3664,2019-01-05,3436,3337,FRANCE,92.0,11,56.8
652,3665,2019-01-05,3600,3495,FRANCE,27.0,11,104.22
653,3666,2019-01-05,3575,3470,FRANCE,21.0,4,74.99
654,3667,2019-01-05,3233,3140,FRANCE,44.0,8,65.94
655,3668,2019-01-05,3481,3382,FRANCE,54.0,24,118.96
656,3669,2019-01-05,3510,3409,FRANCE,78.0,15,97.0
657,3670,2019-01-05,3608,3503,FRANCE,18.0,2,11.5
658,3671,2019-01-05,3318,3223,FRANCE,62.0,5,20.51
659,3672,2019-01-05,3511,3410,FRANCE,60.0,52,126.54
660,3673,2019-01-05,3646,3539,FRANCE,83.0,3,20.11
661,3674,2019-01-05,3493,3394,FRANCE,75.0,49,206.19000000000003
662,3675,2019-01-05,3902,3786,FRANCE,6.0,25,82.26
663,3676,2019-01-05,3854,3740,FRANCE,92.0,19,130.70999999999998
664,3677,2019-01-05,3831,3717,FRANCE,54.0,21,64.05
665,3678,2019-01-05,3582,3477,FRANCE,83.0,10,34.58
666,3679,2019-01-05,3301,3206,FRANCE,51.0,11,72.2
667,3680,2019-01-05,3615,3510,FRANCE,44.0,6,24.62
668,3681,2019-01-05,3650,3543,FRANCE,75.0,31,107.65
669,3682,2019-01-05,3826,3712,FRANCE,92.0,1,52.88
670,3683,2019-01-05,3379,3282,FRANCE,13.0,7,61.49
671,3684,2019-01-05,3844,3730,FRANCE,75.0,21,96.6
672,3685,2019-01-05,3917,3801,FRANCE,20.0,27,106.95
673,3686,2019-01-05,3711,3601,FRANCE,92.0,2,20.29
674,3687,2019-01-05,3238,3145,FRANCE,25.0,5,64.81
675,3688,2019-01-05,3530,3428,FRANCE,34.0,7,73.4
676,3689,2019-01-05,3282,3188,FRANCE,74.0,16,105.71
677,3690,2019-01-05,3269,3176,FRANCE,67.0,16,101.33
678,3691,2019-01-05,3342,683,FRANCE,33.0,12,73.53
679,3692,2019-01-05,3275,3181,FRANCE,19.0,21,78.67
680,3693,2019-01-05,3164,3072,FRANCE,54.0,13,111.91
681,3694,2019-01-05,3860,3745,FRANCE,74.0,27,396.8
682,3695,2019-01-05,3565,3460,FRANCE,90.0,27,110.42
683,3696,2019-01-05,3357,3260,FRANCE,94.0,2,14.4
684,3697,2019-01-05,3528,3426,FRANCE,89.0,21,88.03
685,3698,2019-01-05,3412,3313,FRANCE,72.0,12,50.12
686,3699,2019-01-05,3879,3763,FRANCE,57.0,35,108.62
687,3700,2019-01-05,3431,3332,FRANCE,67.0,4,28.58
688,3701,2019-01-05,3740,3630,FRANCE,31.0,12,123.43
689,3702,2019-01-05,3573,3468,FRANCE,75.0,12,151.07999999999998
690,3703,2019-01-05,3499,3399,FRANCE,31.0,26,68.51
691,3704,2019-01-05,3881,3765,FRANCE,95.0,6,26.36
692,3705,2019-01-05,3408,3309,FRANCE,67.0,5,12.5
693,3706,2019-01-05,3679,3569,FRANCE,92.0,8,78.39000000000001
694,3707,2019-01-05,3508,3407,FRANCE,33.0,18,89.5
695,3708,2019-01-05,3643,3536,FRANCE,54.0,8,35.43
696,3709,2019-01-05,3220,3127,FRANCE,69.0,42,92.78
697,3710,2019-01-05,3169,3077,FRANCE,48.0,27,180.67
698,3711,2019-01-05,3746,3636,FRANCE,24.0,5,33.8
699,3712,2019-01-05,3602,3497,FRANCE,34.0,26,89.63
700,3713,2019-01-05,3317,3222,FRANCE,74.0,21,130.99
701,3714,2019-01-05,3875,3759,FRANCE,78.0,15,79.80000000000001
702,3715,2019-01-05,3856,3742,FRANCE,69.0,6,39.32
703,3716,2019-01-05,3802,3688,FRANCE,34.0,2,24.92
704,3717,2019-01-05,3334,3239,FRANCE,64.0,7,51.29
705,3718,2019-01-05,3171,3079,FRANCE,69.0,14,55.27
706,3719,2019-01-05,3763,3653,FRANCE,94.0,1,13.7
707,3720,2019-01-05,3213,3120,FRANCE,13.0,25,110.59
708,3721,2019-01-05,3399,3300,FRANCE,9.0,7,78.63999999999999
709,3722,2019-01-05,3811,3697,FRANCE,25.0,15,65.65
710,3723,2019-01-05,3323,3228,FRANCE,31.0,7,33.18
711,3724,2019-01-05,3569,3464,FRANCE,62.0,10,52.50000000000001
712,3725,2019-01-05,3340,3245,FRANCE,36.0,16,56.25999999999999
713,3726,2019-01-05,3739,3629,FRANCE,42.0,10,35.5
714,3727,2019-01-05,3474,3375,FRANCE,67.0,2,12.35
715,3728,2019-01-05,3660,3551,FRANCE,93.0,25,83.61000000000001
716,3729,2019-01-05,3341,2683,FRANCE,67.0,13,33.2
717,3730,2019-01-05,3215,3122,FRANCE,19.0,35,214.63000000000005
718,3731,2019-01-05,3162,3070,FRANCE,59.0,14,90.19
719,3732,2019-01-05,3607,3502,FRANCE,65.0,21,73.67999999999999
720,3733,2019-01-05,3517,3410,FRANCE,60.0,8,143.04
721,3734,2019-01-05,3234,3141,FRANCE,42.0,13,63.19000000000001
722,3735,2019-01-05,3195,3102,FRANCE,63.0,2,19.28
723,3736,2019-01-05,3258,3165,FRANCE,31.0,20,57.81
724,3737,2019-01-05,3777,3665,FRANCE,33.0,2,101.36
725,3738,2019-01-05,3462,3363,FRANCE,92.0,36,127.37
726,3739,2019-01-05,3310,3215,FRANCE,63.0,11,33.02
727,3740,2019-01-05,3372,3275,FRANCE,53.0,9,24.15
728,3741,2019-01-05,3571,3466,FRANCE,67.0,8,86.78000000000002
729,3742,2019-01-05,3395,3296,FRANCE,64.0,22,30.56
730,3743,2019-01-05,3666,3557,FRANCE,92.0,11,78.16000000000001
731,3744,2019-01-05,3722,3612,FRANCE,75.0,26,85.74
732,3745,2019-01-05,3546,3442,FRANCE,81.0,7,36.38
733,3746,2019-01-05,3384,3286,FRANCE,13.0,26,81.67999999999999
0,554,2019-01-02,1309,1272,FRANCE,75.0,20,81.77
1,555,2019-01-02,731,718,FRANCE,46.0,21,98.32
2,556,2019-01-02,1280,1243,FRANCE,33.0,5,32.89
3,557,2019-01-02,1084,1050,FRANCE,92.0,9,49.27
4,558,2019-01-02,1380,1343,FRANCE,21.0,2,11.89
5,559,2019-01-02,1411,1371,FRANCE,91.0,12,67.74
6,560,2019-01-02,1335,1298,FRANCE,59.0,17,62.900000000000006
7,561,2019-01-02,1442,1402,FRANCE,69.0,11,83.24000000000001
8,562,2019-01-02,1205,1169,FRANCE,13.0,14,179.70999999999998
9,563,2019-01-02,1219,1183,FRANCE,69.0,27,73.16
10,564,2019-01-02,1224,1188,FRANCE,1.0,7,27.0
11,565,2019-01-02,653,642,FRANCE,81.0,28,73.30000000000001
12,566,2019-01-02,931,904,FRANCE,80.0,10,22.64
13,567,2019-01-02,586,575,FRANCE,22.0,17,76.77000000000001
14,568,2019-01-02,1262,1225,FRANCE,62.0,21,75.2
15,569,2019-01-02,1299,1262,FRANCE,12.0,10,75.44
16,570,2019-01-02,1423,1383,FRANCE,78.0,12,77.39000000000001
17,571,2019-01-02,1143,1108,FRANCE,54.0,16,104.78999999999998
18,572,2019-01-02,1317,1280,FRANCE,89.0,12,121.76
19,573,2019-01-02,1176,1140,FRANCE,89.0,13,110.6
20,574,2019-01-02,677,665,FRANCE,69.0,11,83.83
21,575,2019-01-02,1165,1130,FRANCE,54.0,2,24.99
22,576,2019-01-02,1209,1173,FRANCE,83.0,8,23.57
23,577,2019-01-02,1226,1190,FRANCE,69.0,13,76.51
24,578,2019-01-02,826,809,FRANCE,7.0,24,148.94
25,579,2019-01-02,1009,981,FRANCE,54.0,16,108.8
26,580,2019-01-02,793,778,FRANCE,84.0,32,94.77
27,581,2019-01-02,1129,1095,FRANCE,54.0,24,137.74
28,582,2019-01-02,951,924,FRANCE,67.0,8,61.22
29,583,2019-01-02,596,585,FRANCE,93.0,12,152.84
30,584,2019-01-02,773,758,FRANCE,91.0,14,71.78
31,585,2019-01-02,799,784,FRANCE,30.0,9,70.51
32,586,2019-01-02,942,915,FRANCE,62.0,2,15.95
33,587,2019-01-02,1173,1137,FRANCE,35.0,1,14.4
34,588,2019-01-02,768,753,FRANCE,88.0,2,8.65
35,589,2019-01-02,1080,1046,FRANCE,36.0,34,68.28
36,590,2019-01-02,1427,1387,FRANCE,56.0,2,63.97
37,591,2019-01-02,825,808,FRANCE,81.0,28,130.97
38,592,2019-01-02,610,599,FRANCE,1.0,1,35.73
39,593,2019-01-02,618,607,FRANCE,92.0,23,106.69
40,594,2019-01-02,1220,1184,FRANCE,76.0,12,76.83
41,595,2019-01-02,958,931,FRANCE,27.0,1,15.11
42,596,2019-01-02,783,768,FRANCE,35.0,14,67.91
43,597,2019-01-02,1382,1345,FRANCE,26.0,33,144.91
44,598,2019-01-02,1156,1121,FRANCE,18.0,1,25.29
45,599,2019-01-02,593,582,FRANCE,75.0,25,90.48000000000002
46,600,2019-01-02,1266,1229,FRANCE,95.0,9,39.49
47,601,2019-01-02,715,703,FRANCE,28.0,9,96.37
48,602,2019-01-02,756,741,FRANCE,11.0,1,2.32
49,603,2019-01-02,897,871,FRANCE,47.0,1,33.84
50,604,2019-01-02,703,691,FRANCE,31.0,11,88.99000000000001
51,605,2019-01-02,1060,1030,FRANCE,77.0,7,25.15
52,606,2019-01-02,1359,1322,FRANCE,68.0,3,65.58000000000001
53,607,2019-01-02,1265,1228,FRANCE,29.0,47,83.58999999999999
54,608,2019-01-02,1026,998,FRANCE,69.0,12,78.57000000000001
55,609,2019-01-02,1059,1002,FRANCE,49.0,2,7.47
56,610,2019-01-02,691,679,FRANCE,50.0,10,85.53999999999999
57,611,2019-01-02,643,632,FRANCE,38.0,18,98.19
58,612,2019-01-02,692,680,FRANCE,75.0,71,185.04
59,613,2019-01-02,1181,1145,FRANCE,44.0,2,68.02
60,614,2019-01-02,665,653,FRANCE,69.0,23,161.47000000000003
61,615,2019-01-02,608,597,FRANCE,33.0,6,39.07
62,616,2019-01-02,1010,982,FRANCE,13.0,18,131.34
63,617,2019-01-02,1032,1003,FRANCE,50.0,12,38.48
64,618,2019-01-02,718,706,FRANCE,29.0,11,60.44
65,619,2019-01-02,1426,1386,FRANCE,73.0,2,197.44
66,620,2019-01-02,632,621,FRANCE,51.0,5,52.85
67,621,2019-01-02,1333,1296,FRANCE,69.0,6,66.07
68,622,2019-01-02,1256,1219,FRANCE,13.0,2,37.72
69,623,2019-01-02,1277,1240,FRANCE,94.0,13,75.16
70,624,2019-01-02,806,791,FRANCE,30.0,18,92.52
71,625,2019-01-02,813,798,FRANCE,77.0,9,62.81
72,626,2019-01-02,1066,1035,FRANCE,94.0,12,176.6
73,627,2019-01-02,1348,1311,FRANCE,42.0,18,83.28999999999999
74,628,2019-01-02,770,755,FRANCE,59.0,26,89.71000000000001
75,629,2019-01-02,833,816,FRANCE,21.0,6,109.07
76,630,2019-01-02,1356,1319,FRANCE,49.0,12,65.35000000000001
77,631,2019-01-02,1417,1377,FRANCE,18.0,32,105.86
78,632,2019-01-02,850,818,FRANCE,75.0,12,149.35
79,633,2019-01-02,1022,994,FRANCE,1.0,8,69.99000000000001
80,634,2019-01-02,1409,1369,FRANCE,26.0,8,62.6
81,635,2019-01-02,911,885,FRANCE,1.0,7,46.24999999999999
82,636,2019-01-02,720,708,FRANCE,6.0,6,20.23
83,637,2019-01-02,705,693,FRANCE,59.0,7,33.580000000000005
84,638,2019-01-02,1320,1283,FRANCE,62.0,26,76.54999999999998
85,639,2019-01-02,664,635,FRANCE,75.0,15,68.59
86,640,2019-01-02,1063,65,FRANCE,75.0,6,290.9
87,641,2019-01-02,1438,1398,FRANCE,42.0,36,163.52
88,642,2019-01-02,883,857,FRANCE,92.0,8,99.91
89,643,2019-01-02,1127,1093,FRANCE,67.0,5,77.97
90,644,2019-01-02,634,623,FRANCE,92.0,12,50.720000000000006
91,645,2019-01-02,1196,1160,FRANCE,38.0,12,79.48
92,646,2019-01-02,983,956,FRANCE,77.0,8,34.54
